Marca temporal,¿Cuántos años de experiencia en desarrollo de software tiene?,¿Cuál es su nivel de formación académica?,¿Cuál de las siguientes categorías refleja mejor el tipo de estudios que ha realizado?,¿En qué año nació?,¿En qué departamento vive actualmente?,¿Cuál es su nivel de inglés? Marco de referencia Europeo,¿En cuál de los siguientes lenguajes de programación ocupa la mayor parte de su tiempo laboral?,Su modo de trabajo es,"En promedio, ¿Cuántas horas trabaja por semana en su trabajo principal?",¿Para qué tipo de empresa trabaja?,¿Cuánto tiempo lleva trabajando en su trabajo actual? (en meses),¿Cuál es el tipo de contrato que tiene con la empresa dónde ejerce su trabajo principal?,¿A usted le pagan en pesos colombianos (COP) o dólares americanos (USD) en su trabajo principal? Si le pagan en otra moneda seleccione dólares y convierta a la tasa de cambio del día que realizó la encuesta para las próximas preguntas,¿Cuál es la REMUNERACIÓN BASE ANUAL de su trabajo principal? No incluya otras compensaciones como bonos ni stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior sin incluir stock o bonos por desempeño.,¿Cuál es la REMUNERACIÓN TOTAL de su trabajo principal? Incluya otras compensaciones como bonos y stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior incluyendo stock y bonos por desempeño valorados al precio de venta o al final del año.,¿A usted le pagan en pesos colombianos (COP) o dólares americanos (USD) en su trabajo principal? Si le pagan en otra moneda seleccione dólares y convierta a la tasa de cambio del día que realizó la encuesta para las próximas preguntas,¿Cuál es la REMUNERACIÓN BASE ANUAL de su trabajo principal? No incluya otras compensaciones como bonos ni stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior sin incluir stock o bonos por desempeño.,¿Cuál es la REMUNERACIÓN TOTAL de su trabajo principal? Incluya otras compensaciones como bonos y stock. Exprese el valor en la moneda seleccionada anteriormente. Sugerencia: use el ingreso total del año anterior incluyendo stock y bonos por desempeño valorados al precio de venta o al final del año.
7/5/2025 7:49:11,12,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1989,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Soy Manager,Remoto,40,Colombiana con mercado extranjero,120,Laboral,,,,Pesos colombianos (COP),14900000,15500000
7/5/2025 8:37:21,12,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1993,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Soy Manager,Remoto,48,Colombiana con mercado extranjero,29,Laboral,,,,Pesos colombianos (COP),300000000,328000000
7/5/2025 8:39:25,5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1994,Sucre,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Python,Remoto,40,Extranjera,43,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),28800,28800,,,
7/5/2025 11:26:36,7,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1993,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Python,Remoto,6,Extranjera,1,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),62000,65000,,,
7/5/2025 11:27:05,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1991,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Javascript,Remoto,40,Extranjera,60,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),65000,65000,,,
7/5/2025 12:03:21,15,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1989,Atlántico,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Ruby,Remoto,40,Extranjera,20,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),72000,7200,,,
7/5/2025 14:40:31,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1995,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Go,Remoto,40,Extranjera,10,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),85500,96000,,,
7/5/2025 14:58:19,5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1986,Antioquia,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Java,Híbrido,40,Colombiana con mercado nacional,30,Laboral,,,,Pesos colombianos (COP),120000000,150000000
7/5/2025 16:04:38,3,Pregrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1998,Antioquia,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Typescript,Remoto,30,Colombiana con mercado extranjero,12,Laboral,,,,Pesos colombianos (COP),6500000,86000000
7/5/2025 16:15:11,9,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1993,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Python,Remoto,40,Extranjera,12,Laboral,,,,Pesos colombianos (COP),300000000,330000000
7/5/2025 16:28:33,2,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1999,Risaralda,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Python,Remoto,60,Extranjera,18,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),24000,24000,,,
7/5/2025 16:31:49,6,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1978,Risaralda,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Java,Remoto,45,Extranjera,12,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),136500000,146400000,,,
7/5/2025 16:32:06,6,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2000,Risaralda,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",C#,Remoto,45,Colombiana con mercado extranjero,36,Laboral,,,,Pesos colombianos (COP),39360000,39360000
7/5/2025 16:35:38,5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2000,Quindío,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Python,Remoto,40,Colombiana con mercado extranjero,36,Laboral,,,,Pesos colombianos (COP),84000000,84000000
7/5/2025 16:36:28,4,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2000,Quindío,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Visual Basic,Presencial,45,Colombiana con mercado nacional,12,Laboral,,,,Pesos colombianos (COP),28800000,28800000
7/5/2025 16:45:32,0,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2003,Valle del Cauca,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Typescript,Remoto,42,Colombiana con mercado nacional,6,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),16800000,16800000,,,
7/5/2025 16:46:40,2,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1999,Risaralda,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Python,Remoto,40,Colombiana con mercado extranjero,6,Laboral,,,,Pesos colombianos (COP),8400000,96000000
7/5/2025 16:49:59,20,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1983,Risaralda,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Javascript,Remoto,36,Soy independiente (Freelance),120,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),180000000,220000000,,,
7/5/2025 16:58:51,2,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2001,Risaralda,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),SQL,Híbrido,42,Colombiana con mercado extranjero,13,Laboral,,,,Pesos colombianos (COP),18000000,6480000
7/5/2025 17:33:54,3,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1997,Risaralda,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Dart,Remoto,8,Extranjera,7,Laboral,,,,Pesos colombianos (COP),78000000,78000000
7/5/2025 17:52:06,7,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1989,Caldas,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Python,Remoto,20,Colombiana con mercado nacional,36,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),73000000,73000000,,,
7/5/2025 18:19:05,5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Risaralda,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Go,Remoto,40,Extranjera,2,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),36000,37000,,,
7/5/2025 19:30:07,8,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1993,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Go,Híbrido,45,Extranjera,48,Laboral,,,,Pesos colombianos (COP),150000000,160000000
7/5/2025 20:50:05,15,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1986,Norte de Santander,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,PHP,Remoto,40,Extranjera,18,Laboral,,,,Pesos colombianos (COP),280000000,360000000
7/5/2025 21:06:14,5,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2001,Atlántico,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Javascript,Remoto,40,Extranjera,6,Laboral,,,,Pesos colombianos (COP),91200000,91200000
7/5/2025 21:39:42,1,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Java,Remoto,40,Soy independiente (Freelance),1,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),24000000,30000000,,,
7/5/2025 23:16:21,10,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1977,Caldas,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",PHP,Remoto,40,Extranjera,6,Laboral,,,,Pesos colombianos (COP),108000000,108000000
8/5/2025 1:44:37,3,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2002,Antioquia,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Typescript,Híbrido,40,Colombiana con mercado nacional,36,Laboral,,,,Pesos colombianos (COP),4000000,0
8/5/2025 7:31:38,19,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1983,Valle del Cauca,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Java,Híbrido,40,Colombiana con mercado extranjero,56,Laboral,,,,Pesos colombianos (COP),140000000,155000000
8/5/2025 7:48:10,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1991,Risaralda,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",Java,Híbrido,46,Colombiana con mercado nacional,96,Laboral,,,,Pesos colombianos (COP),84084000,99444000
8/5/2025 8:32:02,15,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1985,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Typescript,Remoto,30,Extranjera,48,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),67000,72000,,,
8/5/2025 8:42:05,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1986,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Java,Híbrido,50,Colombiana con mercado nacional,84,Laboral,,,,Pesos colombianos (COP),150000000,180000000
8/5/2025 8:42:35,14,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1987,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Java,Remoto,40,Extranjera,2,Laboral,,,,Pesos colombianos (COP),21000000,22000000
8/5/2025 8:46:15,3,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2000,Caldas,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",C#,Remoto,40,Extranjera,17,Laboral,,,,Pesos colombianos (COP),76000000,0
8/5/2025 8:48:07,20,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1983,Antioquia,A1 (Es capaz de comprender y utilizar expresiones cotidianas de uso muy frecuente así como frases sencillas destinadas a satisfacer necesidades de tipo inmediato),Java,Remoto,43,Colombiana con mercado nacional,144,Laboral,,,,Pesos colombianos (COP),9500000,10500000
8/5/2025 8:53:49,3.5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1995,Cundinamarca - Bogotá,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Typescript,Remoto,40,Extranjera,14,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),24000,24000,,,
8/5/2025 10:20:28,4,Pregrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1993,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Python,Remoto,49,Extranjera,4,Laboral,,,,Pesos colombianos (COP),89000000,89000000
8/5/2025 10:22:59,7,Tecnóloga/o,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1980,Cundinamarca - Bogotá,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Python,Híbrido,45,Extranjera,6,Laboral,,,,Pesos colombianos (COP),98000000,115000000
8/5/2025 11:31:07,12,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1990,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Javascript,Remoto,45,Extranjera,66,Laboral,,,,Pesos colombianos (COP),264000000,264000000
8/5/2025 11:42:46,39,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1963,Valle del Cauca,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Javascript,Remoto,8,Extranjera,36,Laboral,,,,Pesos colombianos (COP),18500000,21000000
8/5/2025 12:17:26,5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Quindío,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Java,Remoto,9,Colombiana con mercado extranjero,63,Laboral,,,,Pesos colombianos (COP),105000000,113000000
8/5/2025 12:36:18,15,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1986,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Soy Manager,Remoto,45,Extranjera,4,Laboral,,,,Pesos colombianos (COP),354000000,384900000
8/5/2025 12:41:34,12,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1993,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,40,Colombiana con mercado extranjero,24,Laboral,,,,Pesos colombianos (COP),336000000,350000000
8/5/2025 13:17:44,1,Pregrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",2000,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,15,Colombiana con mercado nacional,19,Laboral,,,,Pesos colombianos (COP),42000000,45000000
8/5/2025 14:03:01,7,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Javascript,Remoto,40,Extranjera,2,Laboral,,,,Pesos colombianos (COP),246000000,246000000
8/5/2025 14:42:57,20,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1983,Cundinamarca - Bogotá,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Elixir,Remoto,48,Colombiana con mercado nacional,36,Laboral,,,,Pesos colombianos (COP),288000000,288000000
8/5/2025 15:37:19,13,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1985,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",PHP,Híbrido,40,Colombiana con mercado extranjero,24,Laboral,,,,Pesos colombianos (COP),276000000,276000000
8/5/2025 20:49:01,9,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1987,Caldas,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Otro lenguaje de programación,Remoto,45,Colombiana con mercado extranjero,24,Laboral,,,,Pesos colombianos (COP),222000000,232000000
8/5/2025 22:30:36,0,Posgrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1989,Caldas,"B1 (Es capaz de comprender los puntos principales de textos claros y en lengua estándar si tratan sobre cuestiones que le son conocidas, ya sea en situaciones de trabajo, de estudio o de ocio)",SQL,Remoto,40,Extranjera,2,Prestación de servicios/Contractor/Independiente,Pesos colombianos (COP),30000000,40000000,,,
8/5/2025 22:32:28,13,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1991,Antioquia,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",Java,Remoto,43,Extranjera,78,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),66360,70770,,,
9/5/2025 0:19:53,9,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Elixir,Remoto,40,Colombiana con mercado nacional,50,Laboral,,,,Pesos colombianos (COP),276000000,290000000
9/5/2025 1:18:34,5,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Boyacá,A1 (Es capaz de comprender y utilizar expresiones cotidianas de uso muy frecuente así como frases sencillas destinadas a satisfacer necesidades de tipo inmediato),Typescript,Remoto,9,Extranjera,60,Laboral,,,,Pesos colombianos (COP),60000000,70000000
9/5/2025 7:43:26,8,Pregrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1995,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Javascript,Remoto,40,Extranjera,32,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),72000,72000,,,
9/5/2025 8:42:50,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1995,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Soy Manager,Remoto,48,Colombiana con mercado extranjero,36,Laboral,,,,Pesos colombianos (COP),460000000,600000000
9/5/2025 8:57:29,14,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1990,Risaralda,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Ruby,Remoto,40,Extranjera,14,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),115200,115200,,,
9/5/2025 9:14:00,20,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1977,Cundinamarca - Bogotá,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",C#,Remoto,40,Colombiana con mercado extranjero,84,Laboral,,,,Pesos colombianos (COP),222000000,222000000
9/5/2025 12:40:07,10,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1996,Valle del Cauca,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Typescript,Remoto,30,Colombiana con mercado nacional,44,Laboral,,,,Pesos colombianos (COP),283200000,283200000
9/5/2025 14:33:02,12,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1991,Cundinamarca - Bogotá,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Go,Remoto,35,Extranjera,35,Prestación de servicios/Contractor/Independiente,Dólares americanos (USD),182000,182000,,,
9/5/2025 16:22:45,5,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,2003,Antioquia,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Python,Híbrido,45,Colombiana con mercado extranjero,10,Laboral,,,,Pesos colombianos (COP),84000000,100000000
9/5/2025 16:59:42,14,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1980,Atlántico,"B2 (Es capaz de entender las ideas principales de textos complejos que traten de temas tanto concretos como abstractos, incluso si son de carácter técnico siempre que estén dentro de su campo de especialización)",C#,Remoto,40,Extranjera,8,Laboral,,,,Pesos colombianos (COP),10000000,12000000
9/5/2025 19:18:41,10,Pregrado,"Ingeniería/Tecnologías no asociadas con el desarrollo de software (Industrial, civil, mecánica, etc)",1983,Antioquia,A2 (Es capaz de comprender frases y expresiones de uso frecuente relacionadas con áreas de experiencia que le son especialmente relevantes ),Javascript,Remoto,40,Extranjera,60,Laboral,,,,Pesos colombianos (COP),130000000,140000000
9/5/2025 22:06:45,8,Bachiller,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1995,Cundinamarca - Bogotá,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",C#,Remoto,40,Colombiana con mercado extranjero,8,Laboral,,,,Pesos colombianos (COP),144000000,180000000
10/5/2025 0:47:22,12,Posgrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1989,Atlántico,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",Ruby,Remoto,32,Colombiana con mercado extranjero,60,Laboral,,,,Pesos colombianos (COP),180000000,180000000
10/5/2025 6:12:05,1,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1999,Norte de Santander,Cero,Javascript,Híbrido,40,Colombiana con mercado extranjero,6,Laboral,,,,Dólares americanos (USD),600,600
10/5/2025 7:05:17,5,Pregrado,Desarrollo de sofware/ ciencias de la computacion/ ingenieria de sistemas/telecomunicaciones/electrónica,1994,Valle del Cauca,C2 (Es capaz de comprender con facilidad prácticamente todo lo que oye o lee) - Nativo,Python,Remoto,40,Extranjera,8,Laboral,,,,Pesos colombianos (COP),240000000,240000000
10/5/2025 7:50:44,5,Pregrado,"Ciencias exactas (Matemáticas, Física, Química, etc)",1994,Valle del Cauca,"C1 (Es capaz de comprender una amplia variedad de textos extensos y con cierto nivel de exigencia, así como reconocer en ellos sentidos implícitos)",PHP,Remoto,40,Extranjera,28,Laboral,,,,Pesos colombianos (COP),7700000,8000000
